query_id,query_type,precision@1,mrr,map,ndcg@10,recall@10,recall@20
Q2_003,2,0.0,0.0,0.0,,,
Q2_004,2,0.0,0.0,0.0,,,
Q2_005,2,0.0,0.0,0.0,,,
Q2_006,2,0.0,0.0,0.0,,,
Q2_007,2,0.0,0.0,0.0,,,
Q2_008,2,0.0,0.0,0.0,,,
Q2_009,2,0.0,0.0,0.0,,,
Q2_010,2,0.0,0.0,0.0,,,
Q2_011,2,0.0,0.0,0.0,,,
Q2_012,2,0.0,0.0,0.0,,,
Q2_013,2,0.0,0.0,0.0,,,
Q2_014,2,0.0,0.0,0.0,,,
Q2_015,2,0.0,0.0,0.0,,,
Q2_016,2,0.0,0.0,0.0,,,
Q2_017,2,0.0,0.0,0.0,,,
Q2_018,2,0.0,0.0,0.0,,,
Q2_019,2,0.0,0.0,0.0,,,
Q2_020,2,0.0,0.0,0.0,,,
Q2_021,2,0.0,0.0,0.0,,,
Q2_022,2,0.0,0.0,0.0,,,
Q2_023,2,0.0,0.0,0.0,,,
Q2_024,2,0.0,0.0,0.0,,,
Q2_025,2,0.0,0.0,0.0,,,
Q2_026,2,0.0,0.0,0.0,,,
Q2_027,2,0.0,0.0,0.0,,,
Q2_028,2,0.0,0.0,0.0,,,
Q2_029,2,0.0,0.0,0.0,,,
Q2_030,2,0.0,0.0,0.0,,,
Q2_031,2,0.0,0.0,0.0,,,
Q2_032,2,0.0,0.0,0.0,,,
Q2_033,2,0.0,0.0,0.0,,,
Q2_034,2,0.0,0.0,0.0,,,
Q2_035,2,0.0,0.0,0.0,,,
Q2_036,2,0.0,0.0,0.0,,,
Q2_037,2,0.0,0.0,0.0,,,
Q2_038,2,0.0,0.0,0.0,,,
Q2_039,2,0.0,0.0,0.0,,,
Q2_040,2,0.0,0.0,0.0,,,
Q2_041,2,0.0,0.0,0.0,,,
Q2_042,2,0.0,0.0,0.0,,,
Q2_043,2,0.0,0.0,0.0,,,
Q2_044,2,0.0,0.0,0.0,,,
Q2_045,2,0.0,0.0,0.0,,,
Q2_046,2,0.0,0.0,0.0,,,
Q2_047,2,0.0,0.0,0.0,,,
Q2_048,2,0.0,0.0,0.0,,,
Q2_049,2,0.0,0.0,0.0,,,
Q2_050,2,0.0,0.0,0.0,,,
Q3_001,3,,,0.0,0.0,0.0,
Q3_002,3,,,0.0,0.0,0.0,
Q3_003,3,,,0.0,0.0,0.0,
Q3_004,3,,,0.0,0.0,0.0,
Q3_005,3,,,0.0,0.0,0.0,
Q3_006,3,,,0.0,0.0,0.0,
Q3_007,3,,,0.0,0.0,0.0,
Q3_009,3,,,0.0,0.0,0.0,
Q3_010,3,,,0.0,0.0,0.0,
Q3_011,3,,,0.0,0.0,0.0,
Q3_013,3,,,0.0,0.0,0.0,
Q3_014,3,,,0.0,0.0,0.0,
Q3_015,3,,,0.0,0.0,0.0,
Q3_018,3,,,0.0,0.0,0.0,
Q4_001,4,,,0.0,0.0,0.0,
Q4_002,4,,,0.0,0.0,0.0,
Q4_003,4,,,0.0,0.0,0.0,
Q4_004,4,,,0.0,0.0,0.0,
Q4_005,4,,,0.0,0.0,0.0,
Q4_006,4,,,0.0,0.0,0.0,
Q4_007,4,,,0.0,0.0,0.0,
Q4_008,4,,,0.0,0.0,0.0,
Q4_009,4,,,0.0,0.0,0.0,
Q4_010,4,,,0.0,0.0,0.0,
Q4_011,4,,,0.0,0.0,0.0,
Q4_012,4,,,0.0,0.0,0.0,
Q4_013,4,,,0.0,0.0,0.0,
Q4_014,4,,,0.0,0.0,0.0,
Q5_001,5,,,0.0,,0.0,0.0
Q5_002,5,,,0.0,,0.0,0.0
Q5_003,5,,,0.0,,0.0,0.0
Q5_004,5,,,0.0,,0.0,0.0
Q5_005,5,,,0.0,,0.0,0.0
Q5_006,5,,,0.0,,0.0,0.0
Q5_007,5,,,0.0,,0.0,0.0
Q5_008,5,,,0.0,,0.0,0.0
Q5_009,5,,,0.0,,0.0,0.0
Q5_010,5,,,0.0,,0.0,0.0
Q5_011,5,,,0.0,,0.0,0.0
Q5_012,5,,,0.0,,0.0,0.0
Q5_013,5,,,0.0,,0.0,0.0
Q5_014,5,,,0.0,,0.0,0.0
Q5_015,5,,,0.0,,0.0,0.0
Q5_016,5,,,0.0,,0.0,0.0
Q5_017,5,,,0.0,,0.0,0.0
Q5_018,5,,,0.0,,0.0,0.0
Q5_019,5,,,0.0,,0.0,0.0
Q5_020,5,,,0.0,,0.0,0.0
Q5_021,5,,,0.0,,0.0,0.0
Q5_022,5,,,0.0,,0.0,0.0
Q5_023,5,,,0.0,,0.0,0.0
Q5_024,5,,,0.0,,0.0,0.0
Q5_025,5,,,0.0,,0.0,0.0
Q5_026,5,,,0.0,,0.0,0.0
Q5_027,5,,,0.0,,0.0,0.0
Q5_028,5,,,0.0,,0.0,0.0
Q5_029,5,,,0.0,,0.0,0.0
Q5_030,5,,,0.0,,0.0,0.0
Q5_031,5,,,0.0,,0.0,0.0
Q5_032,5,,,0.0,,0.0,0.0
Q5_033,5,,,0.0,,0.0,0.0
Q5_034,5,,,0.0,,0.0,0.0
Q5_035,5,,,0.0,,0.0,0.0
Q5_036,5,,,0.0,,0.0,0.0
Q5_037,5,,,0.0,,0.0,0.0
Q5_038,5,,,0.0,,0.0,0.0
Q5_039,5,,,0.0,,0.0,0.0
Q5_040,5,,,0.0,,0.0,0.0
Q5_041,5,,,0.0,,0.0,0.0
Q5_042,5,,,0.0,,0.0,0.0
Q5_043,5,,,0.0,,0.0,0.0
Q5_044,5,,,0.0,,0.0,0.0
Q5_045,5,,,0.0,,0.0,0.0
Q5_046,5,,,0.0,,0.0,0.0
Q5_047,5,,,0.0,,0.0,0.0
Q5_048,5,,,0.0,,0.0,0.0
Q5_049,5,,,0.0,,0.0,0.0
Q5_050,5,,,0.0,,0.0,0.0
Q6_001,6,,,0.0,,0.0,0.0
Q6_002,6,,,0.0,,0.0,0.0
Q6_003,6,,,0.0,,0.0,0.0
Q6_004,6,,,0.0,,0.0,0.0
Q6_005,6,,,0.0,,0.0,0.0
Q6_006,6,,,0.0,,0.0,0.0
Q6_007,6,,,0.0,,0.0,0.0
Q6_008,6,,,0.0,,0.0,0.0
Q6_009,6,,,0.0,,0.0,0.0
Q6_010,6,,,0.0,,0.0,0.0
Q6_011,6,,,0.0,,0.0,0.0
Q6_012,6,,,0.0,,0.0,0.0
Q6_013,6,,,0.0,,0.0,0.0
Q6_014,6,,,0.0,,0.0,0.0
Q6_015,6,,,0.0,,0.0,0.0
Q6_016,6,,,0.0,,0.0,0.0
Q6_017,6,,,0.0,,0.0,0.0
Q6_018,6,,,0.0,,0.0,0.0
Q6_019,6,,,0.0,,0.0,0.0
Q6_020,6,,,0.0,,0.0,0.0
Q6_021,6,,,0.0,,0.0,0.0
Q6_022,6,,,0.0,,0.0,0.0
Q6_023,6,,,0.0,,0.0,0.0
Q6_024,6,,,0.0,,0.0,0.0
Q6_025,6,,,0.0,,0.0,0.0
Q6_026,6,,,0.0,,0.0,0.0
Q6_027,6,,,0.0,,0.0,0.0
Q6_028,6,,,0.0,,0.0,0.0
Q6_029,6,,,0.0,,0.0,0.0
Q6_030,6,,,0.0,,0.0,0.0
Q6_031,6,,,0.0,,0.0,0.0
Q6_032,6,,,0.0,,0.0,0.0
Q6_033,6,,,0.0,,0.0,0.0
Q6_034,6,,,0.0,,0.0,0.0
Q6_035,6,,,0.0,,0.0,0.0
Q6_036,6,,,0.0,,0.0,0.0
Q6_037,6,,,0.0,,0.0,0.0
Q6_038,6,,,0.0,,0.0,0.0
Q6_039,6,,,0.0,,0.0,0.0
Q6_040,6,,,0.0,,0.0,0.0
Q6_041,6,,,0.0,,0.0,0.0
Q6_042,6,,,0.0,,0.0,0.0
Q6_043,6,,,0.0,,0.0,0.0
Q6_044,6,,,0.0,,0.0,0.0
Q6_045,6,,,0.0,,0.0,0.0
Q6_046,6,,,0.0,,0.0,0.0
Q6_047,6,,,0.0,,0.0,0.0
Q6_048,6,,,0.0,,0.0,0.0
Q6_049,6,,,0.0,,0.0,0.0
Q6_050,6,,,0.0,,0.0,0.0
